Id;Datum;Zeit;IL1;UL1
2653;15.09.2020;09:47:20.000;18.537;186.861
2654;15.09.2020;09:47:21.000;18.544;186.903
2655;15.09.2020;09:47:22.000;18.474;186.935
2656;15.09.2020;09:47:23.000;18.598;186.934
2657;15.09.2020;09:47:24.000;18.415;186.892
2658;15.09.2020;09:47:25.000;18.494;186.941
2659;15.09.2020;09:47:26.000;18.496;186.885
2660;15.09.2020;09:47:27.000;18.426;186.836
2661;15.09.2020;09:47:28.000;18.560;186.851
2662;15.09.2020;09:47:29.000;18.466;186.863
2663;15.09.2020;09:47:30.000;18.522;186.796
2664;15.09.2020;09:47:31.000;18.561;186.934
2665;15.09.2020;09:47:32.000;18.429;187.091
2666;15.09.2020;09:47:33.000;18.544;187.119
2667;15.09.2020;09:47:34.000;18.492;187.072
2668;15.09.2020;09:47:35.000;18.462;187.071
2669;15.09.2020;09:47:36.000;18.380;187.046
2670;15.09.2020;09:47:37.000;19.307;186.906
2671;15.09.2020;09:47:38.000;20.552;186.750
2672;15.09.2020;09:47:39.000;20.435;186.857
2673;15.09.2020;09:47:40.000;20.344;186.875
2674;15.09.2020;09:47:41.000;20.086;186.899
2675;15.09.2020;09:47:42.000;19.731;187.232
2676;15.09.2020;09:47:43.000;19.540;187.360
2677;15.09.2020;09:47:44.000;19.688;187.372
2678;15.09.2020;09:47:45.000;19.590;187.325
2679;15.09.2020;09:47:46.000;19.622;187.306
2680;15.09.2020;09:47:47.000;19.682;187.323
2681;15.09.2020;09:47:48.000;19.633;187.407
2682;15.09.2020;09:47:49.000;19.607;187.455
2683;15.09.2020;09:47:50.000;19.457;187.445
2684;15.09.2020;09:47:51.000;19.541;187.396
2685;15.09.2020;09:47:52.000;19.636;187.315
2686;15.09.2020;09:47:53.000;19.523;187.307
2687;15.09.2020;09:47:54.000;19.560;187.326
2688;15.09.2020;09:47:55.000;19.601;187.370
2689;15.09.2020;09:47:56.000;19.649;187.298
2690;15.09.2020;09:47:57.000;19.723;187.330
2691;15.09.2020;09:47:58.000;19.584;187.408
2692;15.09.2020;09:47:59.000;19.613;187.362
2693;15.09.2020;09:48:00.000;19.619;187.294
2694;15.09.2020;09:48:01.000;19.602;187.191
2695;15.09.2020;09:48:02.000;19.644;187.161
2696;15.09.2020;09:48:03.000;19.653;187.195
2697;15.09.2020;09:48:04.000;19.530;187.218
2698;15.09.2020;09:48:05.000;19.675;187.246
2699;15.09.2020;09:48:06.000;19.663;187.248
2700;15.09.2020;09:48:07.000;19.599;187.258
2701;15.09.2020;09:48:08.000;19.603;187.305
2702;15.09.2020;09:48:09.000;19.707;187.280
2703;15.09.2020;09:48:10.000;19.628;187.282
2704;15.09.2020;09:48:11.000;19.602;187.213
2705;15.09.2020;09:48:12.000;19.740;187.145
2706;15.09.2020;09:48:13.000;19.663;187.231
2707;15.09.2020;09:48:14.000;19.592;187.255
2708;15.09.2020;09:48:15.000;19.626;187.248
2709;15.09.2020;09:48:16.000;19.556;187.213
2710;15.09.2020;09:48:17.000;19.500;187.188
2711;15.09.2020;09:48:18.000;19.559;187.252
2712;15.09.2020;09:48:19.000;19.587;187.263
2713;15.09.2020;09:48:20.000;19.695;187.257
2714;15.09.2020;09:48:21.000;19.743;187.195
2715;15.09.2020;09:48:22.000;19.651;187.215
2716;15.09.2020;09:48:23.000;19.623;187.222
2717;15.09.2020;09:48:24.000;19.594;187.167
2718;15.09.2020;09:48:25.000;19.640;187.171
2719;15.09.2020;09:48:26.000;19.619;187.171
2720;15.09.2020;09:48:27.000;19.735;187.116
2721;15.09.2020;09:48:28.000;19.659;187.155
2722;15.09.2020;09:48:29.000;19.699;187.217
2723;15.09.2020;09:48:30.000;19.556;187.187
2724;15.09.2020;09:48:31.000;19.741;187.183
2725;15.09.2020;09:48:32.000;19.628;187.235
2726;15.09.2020;09:48:33.000;19.599;187.279
2727;15.09.2020;09:48:34.000;19.649;187.307
2728;15.09.2020;09:48:35.000;19.686;187.304
2729;15.09.2020;09:48:36.000;19.636;187.283
2730;15.09.2020;09:48:37.000;19.696;187.291
2731;15.09.2020;09:48:38.000;19.640;187.330
2732;15.09.2020;09:48:39.000;19.599;187.418
2733;15.09.2020;09:48:40.000;19.582;187.447
2734;15.09.2020;09:48:41.000;19.608;187.430
2735;15.09.2020;09:48:42.000;19.523;187.430
2736;15.09.2020;09:48:43.000;19.683;187.458
2737;15.09.2020;09:48:44.000;18.285;187.614
2738;15.09.2020;09:48:45.000;18.300;187.625
2739;15.09.2020;09:48:46.000;18.469;187.533
2740;15.09.2020;09:48:47.000;18.358;187.483
2741;15.09.2020;09:48:48.000;18.495;187.470
2742;15.09.2020;09:48:49.000;18.468;187.540
2743;15.09.2020;09:48:50.000;18.333;187.574
2744;15.09.2020;09:48:51.000;18.503;187.557
2745;15.09.2020;09:48:52.000;18.377;187.570
2746;15.09.2020;09:48:53.000;18.378;187.579
2747;15.09.2020;09:48:54.000;18.392;187.580
2748;15.09.2020;09:48:55.000;18.362;187.579
2749;15.09.2020;09:48:56.000;17.251;187.647
2750;15.09.2020;09:48:57.000;15.780;187.731
2751;15.09.2020;09:48:58.000;16.150;187.772
2752;15.09.2020;09:48:59.000;13.414;187.954
2753;15.09.2020;09:49:00.000;9.815;188.157
2754;15.09.2020;09:49:01.000;8.344;188.207
2755;15.09.2020;09:49:02.000;8.348;188.196
2756;15.09.2020;09:49:03.000;8.457;188.218
2757;15.09.2020;09:49:04.000;8.409;188.246
2758;15.09.2020;09:49:05.000;8.371;188.230
2759;15.09.2020;09:49:06.000;8.387;188.209
2760;15.09.2020;09:49:07.000;8.518;188.212
2761;15.09.2020;09:49:08.000;8.423;188.246
2762;15.09.2020;09:49:09.000;11.481;188.158
2763;15.09.2020;09:49:10.000;12.024;188.142
2764;15.09.2020;09:49:11.000;11.202;188.166
2765;15.09.2020;09:49:12.000;9.149;188.185
2766;15.09.2020;09:49:13.000;9.062;188.162
2767;15.09.2020;09:49:14.000;8.936;188.167
2768;15.09.2020;09:49:15.000;8.914;188.092
2769;15.09.2020;09:49:16.000;8.881;188.055
2770;15.09.2020;09:49:17.000;8.814;188.081
2771;15.09.2020;09:49:18.000;8.795;188.108
2772;15.09.2020;09:49:19.000;8.833;188.164
2773;15.09.2020;09:49:20.000;8.828;188.157
2774;15.09.2020;09:49:21.000;8.879;188.114
2775;15.09.2020;09:49:22.000;8.807;188.098
2776;15.09.2020;09:49:23.000;8.830;188.124
2777;15.09.2020;09:49:24.000;8.888;188.127
2778;15.09.2020;09:49:25.000;8.778;188.132
2779;15.09.2020;09:49:26.000;8.836;188.179
2780;15.09.2020;09:49:27.000;8.832;188.232
2781;15.09.2020;09:49:28.000;8.808;188.292
2782;15.09.2020;09:49:29.000;8.784;188.319
2783;15.09.2020;09:49:30.000;8.764;188.224
2784;15.09.2020;09:49:31.000;8.767;188.151
2785;15.09.2020;09:49:32.000;8.801;188.200
2786;15.09.2020;09:49:33.000;8.770;188.339
2787;15.09.2020;09:49:34.000;8.738;188.357
2788;15.09.2020;09:49:35.000;8.714;188.353
2789;15.09.2020;09:49:36.000;8.662;188.385
2790;15.09.2020;09:49:37.000;8.760;188.391
2791;15.09.2020;09:49:38.000;8.770;188.386
2792;15.09.2020;09:49:39.000;8.794;188.394
2793;15.09.2020;09:49:40.000;8.723;188.400
2794;15.09.2020;09:49:41.000;8.686;188.336
2795;15.09.2020;09:49:42.000;11.857;188.196
2796;15.09.2020;09:49:43.000;11.687;188.298
2797;15.09.2020;09:49:44.000;11.774;188.264
2798;15.09.2020;09:49:45.000;11.706;188.241
2799;15.09.2020;09:49:46.000;11.711;188.220
2800;15.09.2020;09:49:47.000;11.716;188.159
2801;15.09.2020;09:49:48.000;11.679;188.181
2802;15.09.2020;09:49:49.000;11.723;188.221
2803;15.09.2020;09:49:50.000;11.749;188.178
2804;15.09.2020;09:49:51.000;12.215;188.113
2805;15.09.2020;09:49:52.000;12.235;188.096
2806;15.09.2020;09:49:53.000;12.138;188.172
2807;15.09.2020;09:49:54.000;12.273;188.180
2808;15.09.2020;09:49:55.000;12.207;188.118
2809;15.09.2020;09:49:56.000;12.209;188.065
2810;15.09.2020;09:49:57.000;11.328;188.107
2811;15.09.2020;09:49:58.000;8.340;188.289
2812;15.09.2020;09:49:59.000;7.502;188.313
2813;15.09.2020;09:50:00.000;7.618;188.306
2814;15.09.2020;09:50:01.000;7.566;188.301
2815;15.09.2020;09:50:02.000;7.459;188.283
2816;15.09.2020;09:50:03.000;7.417;188.366
2817;15.09.2020;09:50:04.000;7.471;188.469
2818;15.09.2020;09:50:05.000;7.492;188.501
2819;15.09.2020;09:50:06.000;7.503;188.486
2820;15.09.2020;09:50:07.000;7.568;188.467
2821;15.09.2020;09:50:08.000;7.600;188.482
2822;15.09.2020;09:50:09.000;7.586;188.520
2823;15.09.2020;09:50:10.000;7.541;188.504
2824;15.09.2020;09:50:11.000;7.570;188.425
2825;15.09.2020;09:50:12.000;7.551;188.416
2826;15.09.2020;09:50:13.000;7.548;188.475
2827;15.09.2020;09:50:14.000;7.509;188.530
2828;15.09.2020;09:50:15.000;7.478;188.512
2829;15.09.2020;09:50:16.000;7.525;188.488
2830;15.09.2020;09:50:17.000;7.537;188.480
2831;15.09.2020;09:50:18.000;7.512;188.498
2832;15.09.2020;09:50:19.000;11.592;188.352
2833;15.09.2020;09:50:20.000;12.268;188.356
2834;15.09.2020;09:50:21.000;12.172;188.411
2835;15.09.2020;09:50:22.000;12.049;188.414
2836;15.09.2020;09:50:23.000;12.145;188.403
2837;15.09.2020;09:50:24.000;12.048;188.458
2838;15.09.2020;09:50:25.000;12.095;188.520
2839;15.09.2020;09:50:26.000;12.078;188.497
2840;15.09.2020;09:50:27.000;11.993;188.486
2841;15.09.2020;09:50:28.000;12.085;188.472
2842;15.09.2020;09:50:29.000;12.186;188.461
2843;15.09.2020;09:50:30.000;12.052;188.465
2844;15.09.2020;09:50:31.000;12.114;188.382
2845;15.09.2020;09:50:32.000;12.128;188.359
2846;15.09.2020;09:50:33.000;12.068;188.402
2847;15.09.2020;09:50:34.000;12.078;188.482
2848;15.09.2020;09:50:35.000;12.046;188.499
2849;15.09.2020;09:50:36.000;12.026;188.457
2850;15.09.2020;09:50:37.000;12.082;188.417
2851;15.09.2020;09:50:38.000;12.013;188.464
2852;15.09.2020;09:50:39.000;12.088;188.501
2853;15.09.2020;09:50:40.000;12.103;188.530
2854;15.09.2020;09:50:41.000;12.060;188.505
2855;15.09.2020;09:50:42.000;12.111;188.467
2856;15.09.2020;09:50:43.000;12.134;188.479
2857;15.09.2020;09:50:44.000;12.052;188.514
2858;15.09.2020;09:50:45.000;12.087;188.469
2859;15.09.2020;09:50:46.000;12.089;188.419
2860;15.09.2020;09:50:47.000;12.134;188.456
2861;15.09.2020;09:50:48.000;12.151;188.510
2862;15.09.2020;09:50:49.000;12.068;188.527
2863;15.09.2020;09:50:50.000;12.087;188.491
2864;15.09.2020;09:50:51.000;12.113;188.453
2865;15.09.2020;09:50:52.000;12.030;188.462
2866;15.09.2020;09:50:53.000;12.140;188.462
2867;15.09.2020;09:50:54.000;12.072;188.495
2868;15.09.2020;09:50:55.000;12.071;188.511
2869;15.09.2020;09:50:56.000;12.149;188.502
2870;15.09.2020;09:50:57.000;12.083;188.450
2871;15.09.2020;09:50:58.000;12.101;188.499
2872;15.09.2020;09:50:59.000;12.177;188.554
2873;15.09.2020;09:51:00.000;12.094;188.537
2874;15.09.2020;09:51:01.000;12.145;188.505
2875;15.09.2020;09:51:02.000;12.136;188.509
2876;15.09.2020;09:51:03.000;12.090;188.553
2877;15.09.2020;09:51:04.000;12.090;188.506
2878;15.09.2020;09:51:05.000;12.125;188.467
2879;15.09.2020;09:51:06.000;12.133;188.478
2880;15.09.2020;09:51:07.000;12.160;188.425
2881;15.09.2020;09:51:08.000;12.128;188.408
2882;15.09.2020;09:51:09.000;12.125;188.417
2883;15.09.2020;09:51:10.000;12.149;188.438
2884;15.09.2020;09:51:11.000;12.088;188.408
2885;15.09.2020;09:51:12.000;12.144;188.359
2886;15.09.2020;09:51:13.000;12.149;188.421
2887;15.09.2020;09:51:14.000;12.082;188.464
2888;15.09.2020;09:51:15.000;12.138;188.417
2889;15.09.2020;09:51:16.000;12.162;188.391
2890;15.09.2020;09:51:17.000;12.136;188.382
2891;15.09.2020;09:51:18.000;12.136;188.447
2892;15.09.2020;09:51:19.000;12.094;188.436
2893;15.09.2020;09:51:20.000;12.138;188.430
2894;15.09.2020;09:51:21.000;12.139;188.367
2895;15.09.2020;09:51:22.000;12.083;188.347
2896;15.09.2020;09:51:23.000;12.143;188.365
2897;15.09.2020;09:51:24.000;12.127;188.409
2898;15.09.2020;09:51:25.000;12.098;188.360
2899;15.09.2020;09:51:26.000;12.151;188.331
2900;15.09.2020;09:51:27.000;11.974;187.887
2901;15.09.2020;09:51:28.000;12.596;184.509
2902;15.09.2020;09:51:29.000;12.158;185.162
2903;15.09.2020;09:51:30.000;12.163;185.160
2904;15.09.2020;09:51:31.000;12.122;185.094
2905;15.09.2020;09:51:32.000;12.177;185.035
2906;15.09.2020;09:51:33.000;12.150;185.011
2907;15.09.2020;09:51:34.000;12.151;184.946
2908;15.09.2020;09:51:35.000;12.231;184.848
2909;15.09.2020;09:51:36.000;12.119;184.807
2910;15.09.2020;09:51:37.000;12.210;184.726
2911;15.09.2020;09:51:38.000;12.232;184.737
2912;15.09.2020;09:51:39.000;12.196;184.788
2913;15.09.2020;09:51:40.000;12.207;184.750
2914;15.09.2020;09:51:41.000;12.202;184.713
2915;15.09.2020;09:51:42.000;12.206;184.687
2916;15.09.2020;09:51:43.000;12.230;184.719
2917;15.09.2020;09:51:44.000;12.198;184.731
2918;15.09.2020;09:51:45.000;12.208;184.688
2919;15.09.2020;09:51:46.000;12.200;184.671
2920;15.09.2020;09:51:47.000;12.167;184.616
2921;15.09.2020;09:51:48.000;12.219;184.639
2922;15.09.2020;09:51:49.000;12.216;184.718
2923;15.09.2020;09:51:50.000;12.198;184.708
2924;15.09.2020;09:51:51.000;12.159;184.624
2925;15.09.2020;09:51:52.000;12.181;184.632
2926;15.09.2020;09:51:53.000;12.197;184.646
2927;15.09.2020;09:51:54.000;12.209;184.673
2928;15.09.2020;09:51:55.000;12.190;184.699
2929;15.09.2020;09:51:56.000;12.193;184.705
2930;15.09.2020;09:51:57.000;12.202;184.745
2931;15.09.2020;09:51:58.000;12.210;184.791
2932;15.09.2020;09:51:59.000;12.220;184.817
2933;15.09.2020;09:52:00.000;12.153;184.744
2934;15.09.2020;09:52:01.000;12.151;184.736
2935;15.09.2020;09:52:02.000;12.202;184.782
2936;15.09.2020;09:52:03.000;12.171;184.812
2937;15.09.2020;09:52:04.000;12.171;184.826
2938;15.09.2020;09:52:05.000;12.187;184.803
2939;15.09.2020;09:52:06.000;12.183;184.821
2940;15.09.2020;09:52:07.000;12.188;184.788
2941;15.09.2020;09:52:08.000;12.180;184.805
2942;15.09.2020;09:52:09.000;12.143;184.836
2943;15.09.2020;09:52:10.000;12.166;184.814
2944;15.09.2020;09:52:11.000;12.183;184.762
2945;15.09.2020;09:52:12.000;12.149;184.771
2946;15.09.2020;09:52:13.000;12.200;184.795
2947;15.09.2020;09:52:14.000;12.203;184.812
2948;15.09.2020;09:52:15.000;12.152;184.774
2949;15.09.2020;09:52:16.000;12.188;184.814
2950;15.09.2020;09:52:17.000;12.160;184.764
2951;15.09.2020;09:52:18.000;12.200;184.765
2952;15.09.2020;09:52:19.000;12.214;184.806
2953;15.09.2020;09:52:20.000;12.165;184.791
2954;15.09.2020;09:52:21.000;12.186;184.728
2955;15.09.2020;09:52:22.000;12.253;184.729
2956;15.09.2020;09:52:23.000;12.113;184.840
2957;15.09.2020;09:52:24.000;12.157;184.859
2958;15.09.2020;09:52:25.000;12.205;184.811
2959;15.09.2020;09:52:26.000;12.131;184.776
2960;15.09.2020;09:52:27.000;12.183;184.762
2961;15.09.2020;09:52:28.000;12.152;184.825
2962;15.09.2020;09:52:29.000;12.119;184.884
2963;15.09.2020;09:52:30.000;12.202;184.884
2964;15.09.2020;09:52:31.000;12.191;184.879
2965;15.09.2020;09:52:32.000;12.153;184.833
2966;15.09.2020;09:52:33.000;12.181;184.894
2967;15.09.2020;09:52:34.000;12.105;184.935
2968;15.09.2020;09:52:35.000;12.147;184.926
2969;15.09.2020;09:52:36.000;12.169;184.905
2970;15.09.2020;09:52:37.000;12.121;184.852
2971;15.09.2020;09:52:38.000;12.174;184.881
2972;15.09.2020;09:52:39.000;12.140;184.927
2973;15.09.2020;09:52:40.000;14.033;184.694
2974;15.09.2020;09:52:41.000;14.306;184.631
2975;15.09.2020;09:52:42.000;14.192;184.591
2976;15.09.2020;09:52:43.000;14.060;184.633
2977;15.09.2020;09:52:44.000;13.685;184.741
2978;15.09.2020;09:52:45.000;13.463;184.695
2979;15.09.2020;09:52:46.000;13.427;184.681
2980;15.09.2020;09:52:47.000;13.453;184.649
2981;15.09.2020;09:52:48.000;13.412;184.679
2982;15.09.2020;09:52:49.000;13.455;184.738
2983;15.09.2020;09:52:50.000;13.474;184.749
2984;15.09.2020;09:52:51.000;13.383;184.720
2985;15.09.2020;09:52:52.000;13.467;184.714
2986;15.09.2020;09:52:53.000;13.435;184.739
2987;15.09.2020;09:52:54.000;13.419;184.791
2988;15.09.2020;09:52:55.000;13.426;184.765
2989;15.09.2020;09:52:56.000;13.444;184.694
2990;15.09.2020;09:52:57.000;13.412;184.699
2991;15.09.2020;09:52:58.000;13.470;184.711
2992;15.09.2020;09:52:59.000;13.377;184.762
2993;15.09.2020;09:53:00.000;13.453;184.702
2994;15.09.2020;09:53:01.000;13.455;184.710
2995;15.09.2020;09:53:02.000;13.393;184.637
2996;15.09.2020;09:53:03.000;13.440;184.631
2997;15.09.2020;09:53:04.000;13.434;184.688
2998;15.09.2020;09:53:05.000;13.423;184.710
2999;15.09.2020;09:53:06.000;13.779;187.948
3000;15.09.2020;09:53:07.000;13.466;188.011
3001;15.09.2020;09:53:08.000;13.471;188.034
3002;15.09.2020;09:53:09.000;13.456;188.096
3003;15.09.2020;09:53:10.000;13.460;188.111
3004;15.09.2020;09:53:11.000;13.434;188.150
3005;15.09.2020;09:53:12.000;13.485;188.117
3006;15.09.2020;09:53:13.000;13.420;188.092
3007;15.09.2020;09:53:14.000;13.481;188.138
3008;15.09.2020;09:53:15.000;13.485;188.113
3009;15.09.2020;09:53:16.000;13.433;188.058
3010;15.09.2020;09:53:17.000;13.475;188.035
3011;15.09.2020;09:53:18.000;13.473;188.105
3012;15.09.2020;09:53:19.000;13.416;188.183
3013;15.09.2020;09:53:20.000;13.499;188.127
3014;15.09.2020;09:53:21.000;13.484;188.079
3015;15.09.2020;09:53:22.000;13.510;188.125
3016;15.09.2020;09:53:23.000;13.533;188.160
3017;15.09.2020;09:53:24.000;13.458;188.163
3018;15.09.2020;09:53:25.000;13.515;188.132
3019;15.09.2020;09:53:26.000;13.532;188.130
3020;15.09.2020;09:53:27.000;13.497;188.093
3021;15.09.2020;09:53:28.000;13.485;188.067
3022;15.09.2020;09:53:29.000;13.501;188.100
3023;15.09.2020;09:53:30.000;13.462;188.061
3024;15.09.2020;09:53:31.000;13.532;188.011
3025;15.09.2020;09:53:32.000;13.465;187.964
3026;15.09.2020;09:53:33.000;13.555;187.997
3027;15.09.2020;09:53:34.000;13.567;188.050
3028;15.09.2020;09:53:35.000;13.478;187.984
3029;15.09.2020;09:53:36.000;13.505;187.982
3030;15.09.2020;09:53:37.000;13.520;187.981
3031;15.09.2020;09:53:38.000;13.483;187.907
3032;15.09.2020;09:53:39.000;13.537;187.921
3033;15.09.2020;09:53:40.000;13.477;187.949
3034;15.09.2020;09:53:41.000;13.502;187.881
3035;15.09.2020;09:53:42.000;13.554;187.863
3036;15.09.2020;09:53:43.000;13.569;187.906
3037;15.09.2020;09:53:44.000;13.585;187.963
3038;15.09.2020;09:53:45.000;13.575;187.916
3039;15.09.2020;09:53:46.000;13.453;187.905
3040;15.09.2020;09:53:47.000;13.533;187.865
3041;15.09.2020;09:53:48.000;13.529;187.852
3042;15.09.2020;09:53:49.000;13.459;187.899
3043;15.09.2020;09:53:50.000;13.537;187.901
3044;15.09.2020;09:53:51.000;13.502;187.898
3045;15.09.2020;09:53:52.000;13.527;187.850
3046;15.09.2020;09:53:53.000;13.543;187.909
3047;15.09.2020;09:53:54.000;13.498;187.949
3048;15.09.2020;09:53:55.000;13.523;187.867
3049;15.09.2020;09:53:56.000;13.438;187.843
3050;15.09.2020;09:53:57.000;12.255;187.996
3051;15.09.2020;09:53:58.000;12.292;188.042
3052;15.09.2020;09:53:59.000;12.262;188.076
3053;15.09.2020;09:54:00.000;12.207;188.001
3054;15.09.2020;09:54:01.000;12.269;188.000
3055;15.09.2020;09:54:02.000;12.252;187.966
3056;15.09.2020;09:54:03.000;12.241;188.032
3057;15.09.2020;09:54:04.000;12.260;188.031
3058;15.09.2020;09:54:05.000;12.245;187.982
3059;15.09.2020;09:54:06.000;12.239;187.943
3060;15.09.2020;09:54:07.000;12.248;187.968
3061;15.09.2020;09:54:08.000;12.221;188.014
3062;15.09.2020;09:54:09.000;12.255;188.001
3063;15.09.2020;09:54:10.000;12.284;187.972
3064;15.09.2020;09:54:11.000;12.212;187.977
3065;15.09.2020;09:54:12.000;12.256;187.945
3066;15.09.2020;09:54:13.000;12.215;187.964
3067;15.09.2020;09:54:14.000;12.180;188.001
3068;15.09.2020;09:54:15.000;12.245;187.985
3069;15.09.2020;09:54:16.000;12.173;187.968
3070;15.09.2020;09:54:17.000;12.202;187.949
3071;15.09.2020;09:54:18.000;12.264;187.957
3072;15.09.2020;09:54:19.000;12.214;188.020
3073;15.09.2020;09:54:20.000;12.283;187.992
3074;15.09.2020;09:54:21.000;12.245;188.005
3075;15.09.2020;09:54:22.000;12.187;187.983
3076;15.09.2020;09:54:23.000;12.249;187.981
3077;15.09.2020;09:54:24.000;12.220;188.029
3078;15.09.2020;09:54:25.000;12.213;188.048
3079;15.09.2020;09:54:26.000;12.259;188.022
3080;15.09.2020;09:54:27.000;12.246;187.971
3081;15.09.2020;09:54:28.000;12.243;188.051
3082;15.09.2020;09:54:29.000;12.243;188.126
3083;15.09.2020;09:54:30.000;12.224;188.069
3084;15.09.2020;09:54:31.000;12.280;188.059
3085;15.09.2020;09:54:32.000;12.244;188.121
3086;15.09.2020;09:54:33.000;12.182;188.140
3087;15.09.2020;09:54:34.000;12.217;188.157
3088;15.09.2020;09:54:35.000;12.222;188.142
3089;15.09.2020;09:54:36.000;12.175;188.110
3090;15.09.2020;09:54:37.000;12.271;188.090
3091;15.09.2020;09:54:38.000;12.180;188.130
3092;15.09.2020;09:54:39.000;12.207;188.179
3093;15.09.2020;09:54:40.000;12.207;188.174
3094;15.09.2020;09:54:41.000;12.143;188.161
3095;15.09.2020;09:54:42.000;12.206;188.182
3096;15.09.2020;09:54:43.000;12.236;188.255
3097;15.09.2020;09:54:44.000;12.161;188.266
3098;15.09.2020;09:54:45.000;12.207;188.274
3099;15.09.2020;09:54:46.000;12.167;188.253
3100;15.09.2020;09:54:47.000;12.155;188.246
3101;15.09.2020;09:54:48.000;12.199;188.286
3102;15.09.2020;09:54:49.000;12.168;188.318
3103;15.09.2020;09:54:50.000;12.155;188.339
3104;15.09.2020;09:54:51.000;12.207;188.358
3105;15.09.2020;09:54:52.000;12.165;188.372
3106;15.09.2020;09:54:53.000;12.212;188.451
3107;15.09.2020;09:54:54.000;12.261;188.482
3108;15.09.2020;09:54:55.000;12.135;188.512
3109;15.09.2020;09:54:56.000;12.184;188.482
3110;15.09.2020;09:54:57.000;12.156;188.476
3111;15.09.2020;09:54:58.000;12.145;188.588
3112;15.09.2020;09:54:59.000;12.177;188.586
3113;15.09.2020;09:55:00.000;12.157;188.532
3114;15.09.2020;09:55:01.000;12.200;188.512
3115;15.09.2020;09:55:02.000;12.166;188.449
3116;15.09.2020;09:55:03.000;12.119;188.482
3117;15.09.2020;09:55:04.000;12.156;188.471
3118;15.09.2020;09:55:05.000;12.162;188.468
3119;15.09.2020;09:55:06.000;12.119;188.396
3120;15.09.2020;09:55:07.000;12.124;188.370
3121;15.09.2020;09:55:08.000;12.152;188.442
3122;15.09.2020;09:55:09.000;12.130;188.390
3123;15.09.2020;09:55:10.000;12.171;188.369
3124;15.09.2020;09:55:11.000;12.183;188.284
3125;15.09.2020;09:55:12.000;12.188;188.196
3126;15.09.2020;09:55:13.000;12.178;188.175
3127;15.09.2020;09:55:14.000;12.142;188.183
3128;15.09.2020;09:55:15.000;12.167;188.129
3129;15.09.2020;09:55:16.000;12.184;188.075
3130;15.09.2020;09:55:17.000;12.170;188.061
3131;15.09.2020;09:55:18.000;12.210;188.102
3132;15.09.2020;09:55:19.000;12.188;188.130
3133;15.09.2020;09:55:20.000;12.178;188.141
3134;15.09.2020;09:55:21.000;12.247;188.058
3135;15.09.2020;09:55:22.000;12.245;188.020
3136;15.09.2020;09:55:23.000;12.219;188.037
3137;15.09.2020;09:55:24.000;12.229;188.099
3138;15.09.2020;09:55:25.000;12.166;188.151
3139;15.09.2020;09:55:26.000;12.219;188.116
3140;15.09.2020;09:55:27.000;12.238;188.094
3141;15.09.2020;09:55:28.000;12.175;188.144
3142;15.09.2020;09:55:29.000;12.228;188.169
3143;15.09.2020;09:55:30.000;12.226;188.101
3144;15.09.2020;09:55:31.000;12.246;188.055
3145;15.09.2020;09:55:32.000;12.226;188.021
3146;15.09.2020;09:55:33.000;12.239;188.068
3147;15.09.2020;09:55:34.000;12.195;188.182
3148;15.09.2020;09:55:35.000;12.207;188.134
3149;15.09.2020;09:55:36.000;12.165;188.071
3150;15.09.2020;09:55:37.000;12.193;188.092
3151;15.09.2020;09:55:38.000;12.242;188.154
3152;15.09.2020;09:55:39.000;12.156;188.138
3153;15.09.2020;09:55:40.000;12.211;188.087
3154;15.09.2020;09:55:41.000;12.267;188.057
3155;15.09.2020;09:55:42.000;12.159;188.052
3156;15.09.2020;09:55:43.000;12.246;188.084
3157;15.09.2020;09:55:44.000;12.201;188.082
3158;15.09.2020;09:55:45.000;12.191;188.074
3159;15.09.2020;09:55:46.000;12.254;188.014
3160;15.09.2020;09:55:47.000;12.252;188.025
3161;15.09.2020;09:55:48.000;12.189;188.014
3162;15.09.2020;09:55:49.000;12.257;188.062
3163;15.09.2020;09:55:50.000;12.237;188.010
3164;15.09.2020;09:55:51.000;12.278;188.000
3165;15.09.2020;09:55:52.000;12.279;187.932
3166;15.09.2020;09:55:53.000;12.195;187.897
3167;15.09.2020;09:55:54.000;12.236;187.895
3168;15.09.2020;09:55:55.000;12.259;187.919
3169;15.09.2020;09:55:56.000;12.214;187.882
3170;15.09.2020;09:55:57.000;12.230;187.814
3171;15.09.2020;09:55:58.000;12.245;187.807
3172;15.09.2020;09:55:59.000;12.224;187.830
3173;15.09.2020;09:56:00.000;12.262;187.819
3174;15.09.2020;09:56:01.000;12.234;187.819
3175;15.09.2020;09:56:02.000;12.248;187.781
3176;15.09.2020;09:56:03.000;12.273;187.809
3177;15.09.2020;09:56:04.000;12.231;187.824
3178;15.09.2020;09:56:05.000;12.259;187.790
3179;15.09.2020;09:56:06.000;12.316;187.738
3180;15.09.2020;09:56:07.000;12.238;187.685
3181;15.09.2020;09:56:08.000;12.292;187.711
3182;15.09.2020;09:56:09.000;12.308;187.747
3183;15.09.2020;09:56:10.000;12.210;187.769
3184;15.09.2020;09:56:11.000;12.279;187.754
3185;15.09.2020;09:56:12.000;12.258;187.727
3186;15.09.2020;09:56:13.000;12.260;187.824
3187;15.09.2020;09:56:14.000;12.239;187.843
3188;15.09.2020;09:56:15.000;12.287;187.808
3189;15.09.2020;09:56:16.000;12.265;187.791
